allkcats1	allkcats2	allkcats3	allkcats4	allkcats5
EC3.5.4.3	guanine	homo sapiens	17.4	sabiork
EC4.5.1.3	dihalomethane	methylophilus sp.	0.0766666667	sabiork
EC1.14.14.1	skatole	homo sapiens	0.0216666666666667	sabiork
EC4.4.1.14	s-methyl-l-methionine	pichia pastoris	0.045	sabiork
EC4.4.1.14	s-adenosyl-l-methionine	pichia pastoris	0.0016	sabiork
EC3.1.1.45	trans-4-carboxymethylenebut-2-en-4-olide	pseudomonas reinekei	2650	sabiork
EC3.1.1.45	4-fluoromuconolactone	pseudomonas reinekei	1633.33333	sabiork
EC5.4.2.6	beta-d-glucose 1-phosphate	lactococcus lactis subsp. lactis	177	sabiork
EC5.4.2.6	4-nitrophenyl phosphate	lactococcus lactis subsp. lactis	0.0178	sabiork
EC5.4.2.6	beta-d-glucose 1-phosphate	neisseria meningitidis	20	sabiork
EC5.4.2.6	beta-d-glucose 1,6-bisphosphate	lactococcus lactis subsp. lactis	0.0298	sabiork
EC4.1.1.36	(r)-4'-phosphopantothenoyl-l-cysteine	homo sapiens	2.9	sabiork
EC4.1.1.22	l-histidine	lactobacillus sp.	46.6666667	sabiork
EC3.4.15.1	hip-his-leu	drosophila melanogaster	155	sabiork
EC3.4.15.1	angiotensin i	drosophila melanogaster	17.9	sabiork
EC3.4.15.1	n-acetyl-ser-asp-lys-pro	drosophila melanogaster	1.2	sabiork
EC3.4.15.1	hip-his-leu	homo sapiens	414	sabiork
EC3.4.15.1	angiotensin i	homo sapiens	40	sabiork
EC3.4.15.1	n-acetyl angiotensin i	oryctolagus cuniculus	10.8333333	sabiork
EC3.4.15.1	hip-his-leu	oryctolagus cuniculus	258.333333	sabiork
EC3.4.15.1	furanacryloyl-l-phe-gly-gly	homo sapiens	320	sabiork
EC3.5.4.2	adenine	helicobacter pylori	0.00783333333333333	sabiork
EC3.4.23.20	n-acetyl-lys-p-nitrophenylalanyl-amide	penicillium janthinellum	0.002	sabiork
EC3.4.23.20	n-acetyl-ala-lys-p-nitrophenylalanyl-amide	penicillium janthinellum	0.003	sabiork
EC3.4.23.20	n-acetyl-ala-ala-lys-p-nitrophenylalanyl-amide	penicillium janthinellum	0.36	sabiork
EC3.4.23.20	n-acetyl-lys-p-nitrophenylalanyl-ala-amide	penicillium janthinellum	0.4	sabiork
EC3.4.23.20	n-acetyl-ala-lys-p-nitrophenylalanyl-ala-amide	penicillium janthinellum	0.6	sabiork
EC3.4.23.20	n-acetyl-ala-ala-lys-p-nitrophenylalanyl-ala-amide	penicillium janthinellum	15	sabiork
EC3.4.23.20	n-acetyl-lys-p-nitrophenylalanyl-ala-ala-amide	penicillium janthinellum	0.29	sabiork
EC3.4.23.20	n-acetyl-ala-lys-p-nitrophenylalanyl-ala-ala-amide	penicillium janthinellum	0.3	sabiork
EC3.4.23.20	n-acetyl-ala-ala-lys-p-nitrophenylalanyl-ala-ala-amide	penicillium janthinellum	40	sabiork
EC3.4.23.20	n-acetyl-ala-ala-ala-lys-p-nitrophenylalanyl-ala-ala-amide	penicillium janthinellum	34	sabiork
EC3.5.4.43	hydroxyatrazine	pseudomonas sp.	3.2	sabiork
EC3.5.4.43	6-hydroxy-4-(n-isopropylamino)-2-(n-methylamino)-1,3,5-triazine	pseudomonas sp.	1.4	sabiork
EC3.5.4.43	2,4-diisopropylamino-6-hydroxy-1,3,5-triazine	pseudomonas sp.	0.8	sabiork
EC3.5.4.43	2-chloro-4-hydroxy-6-(n-isopropylamino)-1,3,5-triazine	pseudomonas sp.	1.9	sabiork
EC3.5.4.43	2-chloro-4-(n-ethylamino)-6-hydroxy-1,3,5-triazine	pseudomonas sp.	1.6	sabiork
EC3.4.23.34	ded(edans)kpilffrlgk(dabcyl)e	homo sapiens	3.4	sabiork
EC3.1.3.97	adenosine 3',5'-bisphosphate	chromobacterium violaceum	22	sabiork
EC3.1.3.97	2'-deoxyadenosine 3',5'-bisphosphate	chromobacterium violaceum	7.1	sabiork
EC3.1.3.97	cytidine bisphosphate	chromobacterium violaceum	8.6	sabiork
EC3.1.3.97	2'-deoxycytidine 3',5'-bisphosphate	chromobacterium violaceum	9.4	sabiork
EC3.1.3.97	guanosine bisphosphate	chromobacterium violaceum	12.3	sabiork
EC3.1.3.97	2'-deoxyguanosine 3',5'-bisphosphate	chromobacterium violaceum	4.2	sabiork
EC3.1.3.97	uridine bisphosphate	chromobacterium violaceum	5.4	sabiork
EC3.1.3.97	2'-deoxyuridine 3',5'-bisphosphate	chromobacterium violaceum	5.2	sabiork
EC3.1.3.97	thymidine 3',5'- bisphosphate	chromobacterium violaceum	3.3	sabiork
EC3.1.3.97	2'-deoxyinosine 3',5'-bisphosphate	chromobacterium violaceum	4.3	sabiork
EC3.1.3.97	5'-phosphoadenylyl-(3',5')-adenosine	chromobacterium violaceum	0.05	sabiork
EC3.1.3.97	n6-methyl-3',5'-adenosine bisphosphate	chromobacterium violaceum	11.6	sabiork
EC3.4.11.5	prolyl-p-nitroanilide	lactobacillus helveticus	135000	sabiork
EC1.11.1.6	h2o2	synechocystis sp.	3500	sabiork
EC1.11.1.6	h2o2	aspergillus niger	315000	sabiork
EC1.11.1.6	h2o2	bacteroides fragilis	380000	sabiork
EC1.11.1.6	h2o2	bordetella pertussis	595000	sabiork
EC1.11.1.6	h2o2	bos taurus	212000	sabiork
EC1.11.1.6	h2o2	brucella abortus	562000	sabiork
EC1.11.1.6	h2o2	helicobacter pylori	272000	sabiork
EC1.11.1.6	h2o2	homo sapiens	587000	sabiork
EC1.11.1.6	h2o2	listeria seeligeri	214000	sabiork
EC1.11.1.6	h2o2	micrococcus luteus	313000	sabiork
EC1.11.1.6	h2o2	proteus mirabilis	1630000	sabiork
EC1.11.1.6	h2o2	pseudomonas aeruginosa	71000	sabiork
EC1.11.1.6	h2o2	pseudomonas syringae	281000	sabiork
EC1.11.1.6	h2o2	saccharomyces cerevisiae	355000	sabiork
EC1.11.1.6	h2o2	serratia marcescens	243000	sabiork
EC1.11.1.6	h2o2	thermus thermophilus	260000	sabiork
EC3.5.2.6	penicillin g	treponema pallidum	5.9	sabiork
EC3.5.2.6	carbenicillin	treponema pallidum	11.7	sabiork
EC3.5.2.6	oxacillin	treponema pallidum	3.7	sabiork
EC3.5.2.6	cloxacillin	treponema pallidum	5	sabiork
EC3.5.2.6	6-alpha-hydroxymethylpenicillanate	treponema pallidum	11.5	sabiork
EC3.5.2.6	6-beta-hydroxymethylpenicillanate	treponema pallidum	10.6	sabiork
EC3.5.2.6	6-alpha-(1-hydroxyethyl)-penicillanate	treponema pallidum	11.5	sabiork
EC3.5.2.6	6-beta-(1-hydroxyethyl)-penicillanate	treponema pallidum	10.8	sabiork
EC3.5.2.6	6-alpha-(1-hydroxy-1-methylethyl)-penicillanate	treponema pallidum	8	sabiork
EC3.5.2.6	6-beta-(1-hydroxy-1-methylethyl)-penicillanate	treponema pallidum	17	sabiork
EC3.5.2.6	ampicillin	treponema pallidum	6.8	sabiork
EC3.5.2.6	bocillin fl	treponema pallidum	5	sabiork
EC3.5.2.6	dexamethasone-cephem-methotrexate	enterobacter cloacae	190	sabiork
EC3.5.2.6	beta-lactam	escherichia coli	21	sabiork
EC3.5.2.6	cefotaxime	bacillus cereus	78	sabiork
EC3.5.2.6	cephapirin	bacillus cereus	101	sabiork
EC3.5.2.6	imipenem	bacillus cereus	122	sabiork
EC3.5.2.6	cephazoline	serratia marcescens	1300	sabiork
EC3.5.2.6	cefotaxime	serratia marcescens	1.7	sabiork
EC3.5.2.6	cefuroxime	serratia marcescens	0.8	sabiork
EC3.5.2.6	cefoxitin	serratia marcescens	0.014	sabiork
EC3.5.2.6	penicillin g	serratia marcescens	75	sabiork
EC3.5.2.6	cephalothin	serratia marcescens	1100	sabiork
EC3.5.2.6	moxalactam	serratia marcescens	0.12	sabiork
EC3.5.2.6	6-aminopenicillanate	escherichia coli	659.4	sabiork
EC3.5.2.6	penicillin g	enterobacter cloacae	260	sabiork
EC3.5.2.6	penicillin g	morganella morganii	0.0074	sabiork
EC3.5.2.6	ampicillin	morganella morganii	0.065	sabiork
EC3.5.2.6	piperacillin	morganella morganii	1.5	sabiork
EC3.5.2.6	oxacillin	morganella morganii	0.022	sabiork
EC3.5.2.6	imipenem	morganella morganii	0.07	sabiork
EC3.5.2.6	nitrocefin	morganella morganii	93	sabiork
EC3.5.2.6	cephalothin	morganella morganii	140	sabiork
EC3.5.2.6	cefoxitin	morganella morganii	0.038	sabiork
EC3.5.2.6	cefotaxime	morganella morganii	0.032	sabiork
EC3.5.2.6	ceftazidime	morganella morganii	0.04	sabiork
EC3.5.2.6	cefepime	morganella morganii	0.008	sabiork
EC3.5.2.6	cephalosporin c	enterobacter cloacae	1562	sabiork
EC3.5.2.6	nitrocefin	citrobacter freundii	490	sabiork
EC3.5.2.6	cephaloridine	enterobacter cloacae	700	sabiork
EC3.5.2.6	cefazolin	citrobacter freundii	5000	sabiork
EC3.5.2.6	cephalothin	citrobacter freundii	210	sabiork
EC3.5.2.6	cephalexin	citrobacter freundii	150	sabiork
EC3.5.2.6	cephalexin	pseudomonas aeruginosa	27	sabiork
EC3.5.2.6	cefuroxime	citrobacter freundii	0.04	sabiork
EC3.5.2.6	amoxicillin	escherichia coli	2500	sabiork
EC3.5.2.6	hre-664	stenotrophomonas maltophilia	1.5	sabiork
EC3.5.2.6	hre-664	bacillus cereus	10	sabiork
EC3.5.2.6	hre-664	aeromonas hydrophila	10	sabiork
EC3.5.2.6	cp-65207	stenotrophomonas maltophilia	10	sabiork
EC3.5.2.6	cp-65207	bacillus cereus	150	sabiork
EC3.5.2.6	cp-65207	aeromonas hydrophila	28	sabiork
EC3.5.2.6	cgp-31608a	stenotrophomonas maltophilia	75	sabiork
EC3.5.2.6	cgp-31608a	bacillus cereus	2	sabiork
EC3.5.2.6	cgp-31608a	aeromonas hydrophila	1.4	sabiork
EC3.5.2.6	cgp-31523a	stenotrophomonas maltophilia	38	sabiork
EC3.5.2.6	sulbenicillin	aeromonas hydrophila	0.5	sabiork
EC3.5.2.6	piperacillin	bacillus cereus	75	sabiork
EC3.5.2.6	piperacillin	aeromonas hydrophila	0.43	sabiork
EC3.5.2.6	epicillin	stenotrophomonas maltophilia	265	sabiork
EC3.5.2.6	epicillin	bacillus cereus	160	sabiork
EC3.5.2.6	epicillin	aeromonas hydrophila	0.6	sabiork
EC3.5.2.6	cgp-31523a	bacillus cereus	25	sabiork
EC3.5.2.6	cgp-31523a	aeromonas hydrophila	0.05	sabiork
EC3.5.2.6	cgp-17520a	stenotrophomonas maltophilia	8.5	sabiork
EC3.5.2.6	cgp-17520a	bacillus cereus	425	sabiork
EC3.5.2.6	cefsulodin	bacillus cereus	12.5	sabiork
EC3.5.2.6	cefsulodin	aeromonas hydrophila	0.05	sabiork
EC3.5.2.6	azlocillin	bacillus cereus	205	sabiork
EC3.5.2.6	azlocillin	aeromonas hydrophila	0.18	sabiork
EC3.5.2.6	cefpirome	stenotrophomonas maltophilia	85	sabiork
EC3.5.2.6	cephradine	bacillus cereus	12.5	sabiork
EC3.5.2.6	ticarcillin	aeromonas hydrophila	3.5	sabiork
EC3.5.2.6	temocillin	stenotrophomonas maltophilia	135	sabiork
EC3.5.2.6	temocillin	aeromonas hydrophila	1.75	sabiork
EC3.5.2.6	talampicillin	stenotrophomonas maltophilia	220	sabiork
EC3.5.2.6	talampicillin	aeromonas hydrophila	0.04	sabiork
EC3.5.2.6	sulbenicillin	stenotrophomonas maltophilia	225	sabiork
EC3.5.2.6	penicillin g	bacillus cereus	4515	sabiork
EC3.5.2.6	penicillin g	aeromonas hydrophila	5	sabiork
EC3.5.2.6	meropenem	bacillus cereus	580	sabiork
EC3.5.2.6	meropenem	aeromonas hydrophila	440	sabiork
EC3.5.2.6	asparenomycin a	stenotrophomonas maltophilia	14	sabiork
EC3.5.2.6	asparenomycin a	bacillus cereus	100	sabiork
EC3.5.2.6	asparenomycin a	aeromonas hydrophila	475	sabiork
EC3.5.2.6	tazobactam	stenotrophomonas maltophilia	270	sabiork
EC3.5.2.6	tazobactam	bacillus cereus	6.5	sabiork
EC3.5.2.6	tazobactam	aeromonas hydrophila	0.65	sabiork
EC3.5.2.6	6-aminopenicillanate	bacillus cereus	260	sabiork
EC3.5.2.6	penicillin v	bacillus cereus	4525	sabiork
EC3.5.2.6	6-beta-furylacryloylamidopenicillanic acid	bacillus cereus	1491	sabiork
EC3.5.2.6	brl42715	stenotrophomonas maltophilia	210	sabiork
EC3.5.2.6	n-(2-furyl)acryloylpenicillin	bacillus cereus	1700	sabiork
EC3.5.2.6	carbenicillin	bacillus cereus	440	sabiork
EC3.5.2.6	ampicillin	haemophilus ducreyi	1460	sabiork
EC3.5.2.6	penicillin g	haemophilus ducreyi	1800	sabiork
EC3.5.2.6	carbenicillin	haemophilus ducreyi	260	sabiork
EC3.5.2.6	cephaloridine	haemophilus ducreyi	2050	sabiork
EC3.5.2.6	cephalothin	haemophilus ducreyi	280	sabiork
EC3.5.2.6	cefoperazone	haemophilus ducreyi	200	sabiork
EC3.5.2.6	nitrocefin	haemophilus ducreyi	760	sabiork
EC3.5.2.6	l-695,256	bacteroides fragilis	13	sabiork
EC3.5.2.6	faropenem sodium	aeromonas sobria	15	sabiork
EC3.5.2.6	penicillin g	aeromonas sobria	1.2	sabiork
EC3.5.2.6	amoxicillin	bacteroides fragilis	140	sabiork
EC3.5.2.6	cloxacillin	bacteroides fragilis	690	sabiork
EC3.5.2.6	mecillinam	bacteroides fragilis	14	sabiork
EC3.5.2.6	ticarcillin	bacteroides fragilis	89	sabiork
EC3.5.2.6	azlocillin	bacteroides fragilis	120	sabiork
EC3.5.2.6	mezlocillin sodium	bacteroides fragilis	85	sabiork
EC3.5.2.6	cephalothin	bacteroides fragilis	29	sabiork
EC3.5.2.6	cephalexin	bacteroides fragilis	95	sabiork
EC3.5.2.6	cefuroxime	bacteroides fragilis	29	sabiork
EC3.5.2.6	cefoperazone	bacteroides fragilis	76	sabiork
EC3.5.2.6	ceftriaxone	bacteroides fragilis	53	sabiork
EC3.5.2.6	cefixime	bacteroides fragilis	22	sabiork
EC3.5.2.6	cefepime	bacteroides fragilis	58	sabiork
EC3.5.2.6	ljc 10,627	bacteroides fragilis	49	sabiork
EC3.5.2.6	cefsulodin	pseudomonas aeruginosa	25	sabiork
EC3.5.2.6	cefotaxime	mycobacterium tuberculosis	6.33333333	sabiork
EC3.5.2.6	penicillin g	shewanella algae	4	sabiork
EC3.5.2.6	carumonam	providencia stuartii	0.2	sabiork
EC3.5.2.6	desacetyl cefotaxime	providencia stuartii	1.1	sabiork
EC3.5.2.6	cefuroxime	providencia stuartii	3.7	sabiork
EC3.5.2.6	cephalothin	providencia stuartii	3	sabiork
EC3.5.2.6	amoxicillin	providencia stuartii	14	sabiork
EC3.5.2.6	piperacillin	providencia stuartii	8.8	sabiork
EC3.5.2.6	carbenicillin	providencia stuartii	10	sabiork
EC3.5.2.6	penicillin v	bacillus licheniformis	2700	sabiork
EC3.5.2.6	pyridine-2-azo-4-dimethylaniline cephalosporin	bacillus licheniformis	667	sabiork
EC3.5.2.6	(3-hydroxymethyl)-phenoxymethylpenicillin	bacillus licheniformis	112	sabiork
EC4.4.1.5	n1-glutathionylspermidine-methylglyoxal hemithioacetal	leishmania major	1590	sabiork
EC4.4.1.5	trypanothione-methylglyoxal hemithioacetal	leishmania major	1070	sabiork
EC4.4.1.5	glutathione isopropyl ester-methylglyoxal hemithioacetal	leishmania major	1170	sabiork
EC4.4.1.5	n1-glutathionylspermidine-methylglyoxal hemithioacetal	homo sapiens	83	sabiork
EC4.4.1.5	trypanothione-methylglyoxal hemithioacetal	homo sapiens	104	sabiork
EC4.4.1.5	glutathione isopropyl ester-methylglyoxal hemithioacetal	homo sapiens	222	sabiork
EC4.4.1.5	glutathione ethyl ester-methylglyoxal hemithioacetal	homo sapiens	164	sabiork
EC4.4.1.5	glutathione-methylglyoxal hemithioacetal	homo sapiens	1500	sabiork
EC4.4.1.5	glutathione-methylglyoxal hemithioacetal	yersinia pestis	306	sabiork
EC4.4.1.5	glutathione-methylglyoxal hemithioacetal	pseudomonas aeruginosa	271	sabiork
EC4.4.1.5	glutathione-methylglyoxal hemithioacetal	neisseria meningitidis	204	sabiork
EC4.4.1.5	n1-glutathionylspermidine-methylglyoxal hemithioacetal	trypanosoma cruzi	161	sabiork
EC4.4.1.5	glutathionylspermidine-phenylglyoxal hemithioacetal	trypanosoma cruzi	105	sabiork
EC4.4.1.5	trypanothione-methylglyoxal hemithioacetal	trypanosoma cruzi	363	sabiork
EC4.4.1.5	trypanothione-phenylglyoxal hemithioacetal	trypanosoma cruzi	265	sabiork
EC5.4.2.4	glycerate 1,3-bisphosphate	gallus gallus	0.4	sabiork
EC5.4.2.4	2,3-bisphosphoglycerate	equus caballus	2.57	sabiork
EC5.4.2.4	glycerate 1,3-bisphosphate	equus caballus	12.5	sabiork
EC5.4.2.4	2,3-bisphosphoglycerate	gallus gallus	2.78	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-val	bos taurus	19.5	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-phe	rattus norvegicus	57.4	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-leu	rattus norvegicus	199	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-ala	rattus norvegicus	15.5	sabiork
EC3.4.17.1	carbobenzoxy-gly-phe	rattus norvegicus	22.4	sabiork
EC3.4.17.1	carbobenzoxy-gly-tyr	rattus norvegicus	14.4	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-phe	bos taurus	131	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-leu	bos taurus	63.4	sabiork
EC3.4.17.1	carbobenzoxy-gly-phe	bos taurus	41.7	sabiork
EC3.4.17.1	carbobenzoxy-gly-tyr	bos taurus	16	sabiork
EC3.4.17.1	carbobenzoxy-gly-trp	bos taurus	50	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-phe	helicoverpa armigera	35.6	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-tyr	helicoverpa armigera	57	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-leu	helicoverpa armigera	49.4	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-val	helicoverpa armigera	0.3	sabiork
EC3.4.17.1	carbobenzoxy-gly-gly-ala	helicoverpa armigera	6.25	sabiork
EC3.4.17.1	carbobenzoxy-gly-phe	helicoverpa armigera	35.6	sabiork
EC3.4.17.1	carbobenzoxy-gly-tyr	helicoverpa armigera	58.2	sabiork
EC3.2.1.14	chitobiose	serratia marcescens	34.9	sabiork
EC3.2.1.14	glycolchitin	pagrus major	0.329	sabiork
EC3.2.1.14	4-methylumbelliferyl-beta-d-n,n'-diacetylchitobioside	serratia marcescens	18	sabiork
EC3.2.1.28	alpha,alpha-trehalose	metacordyceps brittlebankisoides	0.94	sabiork
EC3.2.1.15	pectate	gibberella fujikuroi	122.5	sabiork
EC3.2.1.15	(1,4-alpha-d-galacturonosyl)n	gibberella fujikuroi	104	sabiork
EC3.1.2.17	malonyl-coa	rattus norvegicus	5.33333333	sabiork
EC3.1.2.17	2-methylmalonyl-coa	rattus norvegicus	23.3333333	sabiork
EC3.1.2.17	acetyl-coa	rattus norvegicus	6.66666667	sabiork
EC3.1.2.17	propanoyl-coa	rattus norvegicus	2	sabiork
EC3.1.2.17	(s)-2-methyl-3-oxopropanoyl-coa	rattus norvegicus	23.3333333	sabiork
EC3.6.1.23	dutp	methanocaldococcus jannaschii	1	sabiork
EC3.6.1.23	utp	leishmania major	0	sabiork
EC3.5.1.115	msmb	mycobacterium smegmatis	8	sabiork
EC3.4.11.2	l-leucinyl-p-nitroanilide	lactococcus lactis subsp. cremoris	45	sabiork
EC5.4.2.12	3-phospho-d-glycerate	triticum aestivum	950	sabiork
EC5.4.2.12	3-phospho-d-glycerate	escherichia coli	22	sabiork
EC5.4.2.12	2-phospho-d-glycerate	escherichia coli	10	sabiork
EC5.4.2.12	3-phospho-d-glycerate	caenorhabditis elegans	72	sabiork
EC5.4.2.12	3-phospho-d-glycerate	brugia malayi	110	sabiork
EC3.6.1.1	diphosphate	rhodopseudomonas viridis	750	sabiork
EC3.6.1.1	diphosphate	rhodospirillum rubrum	750	sabiork
EC3.6.1.1	diphosphate	rhodopseudomonas palustris	800	sabiork
EC3.6.1.1	diphosphate	chlamydomonas reinhardtii	334.6	sabiork
EC3.6.1.1	diphosphate	ochromonas danica	204.5	sabiork
EC3.6.1.1	diphosphate	euglena gracilis	280	sabiork
EC3.6.1.1	diphosphate	cyanophora paradoxa	208.5	sabiork
EC3.6.1.1	diphosphate	cyanidium caldarium	184.5	sabiork
EC3.6.1.1	diphosphate	spinacia oleracea	102.5	sabiork
EC3.2.1.161	p-nitrophenyl-beta-d-glucoside	dalbergia nigrescens	10.4	sabiork
EC3.2.1.161	p-nitrophenyl-beta-d-fucoside	dalbergia nigrescens	7	sabiork
EC3.2.1.161	dalpatein 7-o-beta-d-apiofuranosyl-(1->6)-beta-d-glucopyranoside	dalbergia nigrescens	465	sabiork
EC3.2.1.161	dalnigrein 7-o-beta-d-apiofuranosyl-(1->6)-beta-d-glucopyranoside	dalbergia nigrescens	334	sabiork
EC3.2.1.161	genistein 7-o-beta-d-glucoside	dalbergia nigrescens	500	sabiork
EC3.5.2.3	n-carbamoyl-l-aspartate	escherichia coli	160	sabiork
EC3.5.2.3	l-dihydroorotate	escherichia coli	100	sabiork
EC3.5.2.3	l-6-thiodihydroorotate	escherichia coli	4.4	sabiork
EC3.5.2.3	l-dihydroorotate	aquifex aeolicus	13.8	sabiork
EC6.3.5.7	l-glutamine	streptococcus pyogenes	0.96	sabiork
EC2.3.1.226	malonyl-coa	erwinia carotovora	1.7	sabiork
EC2.3.1.226	carboxymethylproline-coa	erwinia carotovora	0.53	sabiork
EC2.3.1.226	2-methylmalonyl-coa	erwinia carotovora	0.07	sabiork
EC2.3.1.226	propanoyl-coa	erwinia carotovora	0.19	sabiork
EC2.3.1.226	acetyl-coa	erwinia carotovora	0.043	sabiork
EC3.4.17.23	(7-methoxycoumarin-4-yl)acetyl-ala-pro-lys-(2,4-dinitrophenyl)	homo sapiens	114	sabiork
EC3.4.17.23	apelin-13	homo sapiens	13	sabiork
EC3.4.17.23	des-arg9-bradykinin	homo sapiens	62	sabiork
EC3.4.17.23	lys-des-arg9-bradykinin	homo sapiens	26	sabiork
EC3.4.17.23	beta-casomorphin	homo sapiens	6.8	sabiork
EC3.4.17.23	dynorphin a (1-13)	homo sapiens	16	sabiork
EC3.4.17.23	neurotensin (1-8)	homo sapiens	57	sabiork
EC3.1.1.81	n-(3-oxobutanoyl)-l-homoserine lactone	bacillus sp.	28.63	sabiork
EC3.1.1.81	n-(3-oxohexanoyl)-l-homoserine lactone	bacillus sp.	22.68	sabiork
EC3.1.1.81	n-(3-oxooctanoyl)homoserine lactone	bacillus sp.	22.17	sabiork
EC3.1.1.81	n-(3-oxodecanoyl)-l-homoserine lactone	bacillus sp.	20.22	sabiork
EC3.1.1.81	n-butyryl-l-homoserine lactone	bacillus sp.	37.63	sabiork
EC3.1.1.81	n-hexanoyl-l-homoserine lactone	bacillus sp.	35.67	sabiork
EC3.1.1.81	n-(3-hydroxybutanoyl)-l-homoserine lactone	bacillus sp.	29.3	sabiork
EC3.1.1.81	n-octanoyl-l-homoserine lactone	bacillus sp.	27.53	sabiork
EC3.2.1.10	p-nitrophenyl-alpha-d-glucoside	bacillus cereus	483	sabiork
EC3.2.1.38	p-nitrophenyl-beta-d-fucoside	bifidobacterium breve	1.83166666666667	sabiork
EC3.1.1.43	5'-d-valyl-floxuridine	homo sapiens	11.0533333	sabiork
EC3.1.1.43	5'-l-valyl-floxuridine	homo sapiens	77.895	sabiork
EC3.1.1.43	3'-l-valyl-floxuridine	homo sapiens	17.3683333	sabiork
EC3.1.1.43	5'-d-phenylalanyl-floxuridine	homo sapiens	250	sabiork
EC3.1.1.43	5'-l-phenylalanyl-floxuridine	homo sapiens	338.421667	sabiork
EC3.1.1.43	5'-l-prolyl-floxuridine	homo sapiens	292.631667	sabiork
EC3.1.1.43	5'-l-phenylalanyl-2-bromo-5,6-dichloro-1-(beta-d-ribofuranosyl)benzimidazole	homo sapiens	360.526667	sabiork
EC4.1.2.49	l-allo-threonine	escherichia coli	0.5	sabiork
EC3.4.21.37	succinyl-ala-ala-pro-val-7-(4-methyl)coumarylamide	homo sapiens	4.9	sabiork
EC3.4.21.37	methoxysuccinyl-ala-ala-pro-val-7-(4-methyl)coumarylamide	homo sapiens	7.9	sabiork
EC3.4.21.37	methoxysuccinyl-lys(2-picolinoyl)-ala-pro-val-4-nitroanilide	homo sapiens	18.9	sabiork
EC4.4.1.1	3-sulfino-l-alanine	treponema denticola	89	sabiork
EC4.4.1.1	l-aspartate	treponema denticola	0.8	sabiork
EC4.4.1.1	oxaloacetate	treponema denticola	0.15	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	burkholderia thailandensis	17	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	labrenzia aggregata	15	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	agrobacterium tumefaciens	27	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	agrobacterium vitis	4.3	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	rhizobium meliloti	7.9	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	brucella suis biovar 1	17	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	bacillus thuringiensis	23	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	burkholderia ambifaria	43	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	shewanella pealeana	0.15	sabiork
EC4.2.1.77	trans-l-3-hydroxyproline	shewanella woodyi	4.1	sabiork
EC3.2.1.8	4-nitrophenyl-beta-d-xylobioside	cellvibrio japonicus	78.75	sabiork
EC3.2.1.8	4-nitrophenyl-beta-cellobioside	cellvibrio japonicus	2.08333333	sabiork
EC3.2.1.8	methylumbelliferyl-beta-cellobioside	cellvibrio japonicus	2.43333333	sabiork
EC3.2.1.8	4-methylumbelliferyl-beta-d-xylobioside	cellvibrio japonicus	70.6	sabiork
EC3.2.1.8	4-methylumbelliferyl-beta-d-xylopyranoside	cellvibrio japonicus	5.61666667	sabiork
EC3.2.1.8	4-methylumbelliferyl-d-glucopyranoside-beta-1,4-d-xylopyranoside	cellvibrio japonicus	42.6833333	sabiork
EC3.2.1.8	1,4-beta-d-xylan	cellvibrio japonicus	588.433333	sabiork
EC3.2.1.8	1,4-beta-d-xylan	bacillus circulans	148.633333	sabiork
EC3.2.1.8	1,4-beta-d-xylan	scheffersomyces stipitis	1354	sabiork
EC3.2.1.8	1,4-beta-d-xylan	geobacillus thermodenitrificans	1954	sabiork
EC3.2.1.8	1,4-beta-d-xylan	geobacillus stearothermophilus	206.366666666667	sabiork
EC3.5.4.4	adenosine	helicobacter pylori	18.35	sabiork
EC3.5.4.4	adenosine	mus musculus	250	sabiork
EC3.5.4.4	adenosine	thermotoga maritima	2.3	sabiork
EC4.1.1.18	l-lysine	selenomonas ruminantium	10.6	sabiork
EC3.5.1.104	chitin	helicobacter pylori	12.9166666666667	sabiork
EC3.5.1.104	acetylated chitosan	helicobacter pylori	16.1333333333333	sabiork
EC4.1.99.3	cis-syn cyclobutadipyrimidine	escherichia coli	0.47	sabiork
EC2.4.1.19	starch	thermoanaerobacterium thermosulfurigenes	375	sabiork
EC3.1.3.46	d-fructose 2,6-bisphosphate	rattus norvegicus	0.013	sabiork
EC2.4.1.4	sucrose	deinococcus radiodurans	2.01	sabiork
EC3.4.11.1	l-cysteinylglycine	bos taurus	118.333333	sabiork
